,Date,Persian_Date,Open,Low,High,Close
258,2014/08/20,1393/05/29,"31,040","30,910","31,090","30,930"
259,2014/08/19,1393/05/28,"31,060","31,030","31,150","31,050"
260,2014/08/18,1393/05/27,"31,010","30,960","31,070","31,070"
261,2014/08/17,1393/05/26,"31,080","31,000","31,090","31,020"
262,2014/08/16,1393/05/25,"31,180","31,090","31,200","31,090"
263,2014/08/15,1393/05/24,"31,170","31,170","31,190","31,190"
264,2014/08/14,1393/05/23,"31,230","31,170","31,230","31,180"
265,2014/08/13,1393/05/22,"31,210","31,200","31,270","31,270"
266,2014/08/12,1393/05/21,"31,260","31,190","31,280","31,190"
267,2014/08/11,1393/05/20,"31,190","31,170","31,290","31,250"
268,2014/08/10,1393/05/19,"31,290","31,200","31,300","31,220"
269,2014/08/09,1393/05/18,"31,310","31,260","31,340","31,300"
270,2014/08/08,1393/05/17,"31,310","31,310","31,350","31,320"
271,2014/08/07,1393/05/16,"31,350","31,320","31,370","31,320"
272,2014/08/06,1393/05/15,"31,380","31,340","31,410","31,400"
273,2014/08/05,1393/05/14,"31,410","31,370","31,450","31,400"
274,2014/08/04,1393/05/13,"31,390","31,380","31,490","31,420"
275,2014/08/03,1393/05/12,"31,330","31,290","31,400","31,400"
276,2014/08/02,1393/05/11,"31,200","31,200","31,300","31,290"
277,2014/07/31,1393/05/09,"31,250","31,200","31,250","31,230"
278,2014/07/30,1393/05/08,"31,250","31,230","31,250","31,240"
279,2014/07/29,1393/05/07,"31,310","31,260","31,310","31,260"
280,2014/07/28,1393/05/06,"31,350","31,250","31,370","31,290"
281,2014/07/27,1393/05/05,"31,380","31,320","31,410","31,370"
282,2014/07/26,1393/05/04,"31,390","31,350","31,410","31,390"
283,2014/07/25,1393/05/03,"31,370","31,360","31,390","31,380"
284,2014/07/24,1393/05/02,"31,340","31,320","31,410","31,390"
285,2014/07/23,1393/05/01,"31,280","31,240","31,360","31,330"
286,2014/07/22,1393/04/31,"31,320","31,270","31,350","31,330"
287,2014/07/21,1393/04/30,"31,280","31,270","31,370","31,330"
288,2014/07/20,1393/04/29,"31,300","31,210","31,370","31,310"
289,2014/07/19,1393/04/28,"31,580","31,300","31,580","31,340"
290,2014/07/18,1393/04/27,"31,440","31,430","31,640","31,560"
291,2014/07/17,1393/04/26,"31,390","31,330","31,430","31,430"
292,2014/07/16,1393/04/25,"31,180","31,170","31,470","31,360"
293,2014/07/15,1393/04/24,"31,200","31,110","31,230","31,170"
294,2014/07/14,1393/04/23,"31,350","31,220","31,350","31,230"
295,2014/07/13,1393/04/22,"31,200","31,170","31,420","31,360"
296,2014/07/12,1393/04/21,"31,010","30,970","31,240","31,220"
297,2014/07/11,1393/04/20,"31,000","31,000","31,110","31,060"
298,2014/07/10,1393/04/19,"31,100","31,000","31,140","31,020"
299,2014/07/09,1393/04/18,"31,190","30,990","31,270","31,050"
300,2014/07/08,1393/04/17,"31,300","31,140","31,500","31,180"
301,2014/07/07,1393/04/16,"30,990","30,980","31,310","31,260"
302,2014/07/06,1393/04/15,"30,920","30,770","31,010","30,950"
303,2014/07/05,1393/04/14,"31,250","30,940","31,290","30,960"
304,2014/07/04,1393/04/13,"31,240","31,200","31,340","31,260"
305,2014/07/03,1393/04/12,"31,360","31,260","31,480","31,270"
306,2014/07/02,1393/04/11,"31,190","31,110","31,500","31,330"
307,2014/07/01,1393/04/10,"31,160","30,920","31,230","31,180"
308,2014/06/30,1393/04/09,"31,160","30,900","31,160","31,140"
309,2014/06/29,1393/04/08,"31,380","31,080","31,380","31,180"
310,2014/06/28,1393/04/07,"31,680","31,390","31,680","31,390"
311,2014/06/27,1393/04/06,"31,670","31,670","31,700","31,690"
312,2014/06/26,1393/04/05,"31,650","31,620","31,720","31,650"
313,2014/06/25,1393/04/04,"31,650","31,600","31,730","31,670"
314,2014/06/24,1393/04/03,"31,740","31,600","31,770","31,670"
315,2014/06/23,1393/04/02,"31,880","31,690","31,920","31,720"
316,2014/06/22,1393/04/01,"32,050","31,790","32,050","31,920"
317,2014/06/21,1393/03/31,"32,330","32,040","32,340","32,070"
318,2014/06/20,1393/03/30,"32,100","32,010","32,290","32,290"
319,2014/06/19,1393/03/29,"31,980","31,800","32,190","32,110"
320,2014/06/18,1393/03/28,"32,000","31,900","32,170","31,930"
321,2014/06/17,1393/03/27,"31,780","31,770","32,110","32,040"
322,2014/06/16,1393/03/26,"32,050","31,790","32,120","31,790"
323,2014/06/15,1393/03/25,"32,160","32,120","32,230","32,120"
324,2014/06/14,1393/03/24,"32,420","32,180","32,420","32,190"
325,2014/06/13,1393/03/23,"32,440","32,410","32,440","32,430"
326,2014/06/12,1393/03/22,"32,420","32,410","32,460","32,450"
327,2014/06/11,1393/03/21,"32,410","32,340","32,500","32,400"
328,2014/06/10,1393/03/20,"32,290","32,060","32,400","32,400"
329,2014/06/09,1393/03/19,"32,430","32,290","32,460","32,320"
330,2014/06/08,1393/03/18,"32,600","32,350","32,600","32,450"
331,2014/06/07,1393/03/17,"32,840","32,610","32,850","32,620"
332,2014/06/06,1393/03/16,"32,840","32,830","32,850","32,830"
333,2014/06/04,1393/03/14,"32,820","32,810","32,830","32,830"
334,2014/06/03,1393/03/13,"32,810","32,790","32,840","32,800"
335,2014/06/02,1393/03/12,"32,800","32,790","32,850","32,820"
336,2014/06/01,1393/03/11,"32,770","32,760","32,830","32,810"
337,2014/05/31,1393/03/10,"32,770","32,720","32,790","32,760"
338,2014/05/30,1393/03/09,"32,790","32,740","32,800","32,770"
339,2014/05/29,1393/03/08,"32,660","32,620","32,780","32,780"
340,2014/05/28,1393/03/07,"32,780","32,640","32,780","32,670"
341,2014/05/27,1393/03/06,"32,820","32,750","32,830","32,770"
342,2014/05/26,1393/03/05,"32,850","32,800","32,890","32,830"
343,2014/05/25,1393/03/04,"32,760","32,700","32,860","32,820"
344,2014/05/24,1393/03/03,"32,820","32,700","32,840","32,740"
345,2014/05/23,1393/03/02,"32,880","32,830","32,920","32,830"
346,2014/05/22,1393/03/01,"32,880","32,840","32,920","32,870"
347,2014/05/21,1393/02/31,"32,920","32,860","33,080","32,900"
348,2014/05/20,1393/02/30,"32,810","32,730","32,950","32,940"
349,2014/05/19,1393/02/29,"32,740","32,720","32,850","32,820"
350,2014/05/18,1393/02/28,"33,000","32,680","33,020","32,760"
351,2014/05/17,1393/02/27,"32,940","32,920","33,200","32,990"
352,2014/05/16,1393/02/26,"32,470","32,470","33,020","32,930"
353,2014/05/15,1393/02/25,"32,390","32,350","32,450","32,450"
354,2014/05/14,1393/02/24,"32,490","32,360","32,560","32,370"
355,2014/05/13,1393/02/23,"32,470","32,450","32,500","32,480"
356,2014/05/12,1393/02/22,"32,400","32,270","32,610","32,490"
357,2014/05/11,1393/02/21,"32,570","32,320","32,680","32,360"
358,2014/05/10,1393/02/20,"32,880","32,580","32,950","32,580"
359,2014/05/09,1393/02/19,"32,910","32,860","32,910","32,870"
360,2014/05/06,1393/02/16,"33,150","32,930","33,300","33,040"
361,2014/05/05,1393/02/15,"32,820","32,720","33,160","33,140"
362,2014/05/04,1393/02/14,"33,100","32,780","33,160","32,780"
363,2014/05/03,1393/02/13,"33,150","33,120","33,290","33,150"
364,2014/05/02,1393/02/12,"33,120","33,100","33,150","33,130"
365,2014/05/01,1393/02/11,"32,950","32,900","33,100","33,100"
366,2014/04/30,1393/02/10,"32,940","32,840","33,010","32,980"
367,2014/04/29,1393/02/09,"32,760","32,590","32,960","32,950"
368,2014/04/28,1393/02/08,"33,280","32,750","33,390","32,820"
369,2014/04/27,1393/02/07,"32,780","32,780","33,600","33,350"
370,2014/04/26,1393/02/06,"32,430","32,430","32,800","32,800"
371,2014/04/25,1393/02/05,"32,580","32,350","32,630","32,480"
372,2014/04/24,1393/02/04,"32,730","32,300","32,900","32,540"
373,2014/04/23,1393/02/03,"33,200","32,630","33,470","32,650"
374,2014/04/22,1393/02/02,"32,490","32,490","33,160","33,160"
375,2014/04/21,1393/02/01,"32,080","31,950","32,400","32,400"
376,2014/04/20,1393/01/31,"31,820","31,820","32,170","32,090"
377,2014/04/19,1393/01/30,"31,750","31,740","31,960","31,790"
378,2014/04/18,1393/01/29,"31,720","31,670","31,740","31,730"
379,2014/04/17,1393/01/28,"31,570","31,540","31,780","31,710"
380,2014/04/16,1393/01/27,"31,840","31,560","32,000","31,560"
381,2014/04/15,1393/01/26,"31,230","31,230","31,800","31,800"
382,2014/04/14,1393/01/25,"31,240","31,180","31,380","31,300"
383,2014/04/13,1393/01/24,"31,150","31,030","31,280","31,210"
384,2014/04/12,1393/01/23,"30,780","30,750","31,160","31,140"
385,2014/04/11,1393/01/22,"30,800","30,790","30,810","30,790"
386,2014/04/10,1393/01/21,"30,820","30,720","30,900","30,810"
387,2014/04/09,1393/01/20,"30,960","30,790","31,160","30,800"
388,2014/04/08,1393/01/19,"30,570","30,540","30,900","30,900"
389,2014/04/07,1393/01/18,"30,410","30,370","30,650","30,580"
390,2014/04/06,1393/01/17,"30,490","30,260","30,490","30,430"
391,2014/04/05,1393/01/16,"30,570","30,450","30,580","30,480"
392,2014/04/03,1393/01/14,"30,610","30,610","30,610","30,610"
393,2014/04/01,1393/01/12,"30,630","30,600","30,640","30,630"
394,2014/03/31,1393/01/11,"30,500","30,500","30,650","30,640"
395,2014/03/30,1393/01/10,"30,480","30,410","30,500","30,490"
396,2014/03/29,1393/01/09,"30,550","30,460","30,550","30,470"
397,2014/03/28,1393/01/08,"30,570","30,570","30,570","30,570"
398,2014/03/27,1393/01/07,"30,560","30,560","30,690","30,580"
399,2014/03/26,1393/01/06,"30,400","30,350","30,530","30,500"
400,2014/03/25,1393/01/05,"30,200","30,200","30,300","30,300"
401,2014/03/24,1393/01/04,"30,250","30,180","30,250","30,180"
402,2014/03/23,1393/01/03,"30,250","30,250","30,270","30,270"
403,2014/03/20,1392/12/29,"30,100","30,100","30,200","30,170"
404,2014/03/19,1392/12/28,"30,060","30,030","30,150","30,140"
405,2014/03/18,1392/12/27,"30,000","29,950","30,140","30,000"
406,2014/03/17,1392/12/26,"30,190","29,960","30,190","29,960"
407,2014/03/16,1392/12/25,"30,060","29,800","30,250","30,200"
408,2014/03/15,1392/12/24,"30,450","30,020","30,450","30,080"
409,2014/03/14,1392/12/23,"30,390","30,390","30,500","30,440"
410,2014/03/13,1392/12/22,"30,400","30,290","30,430","30,360"
411,2014/03/12,1392/12/21,"30,560","30,330","30,640","30,370"
412,2014/03/11,1392/12/20,"30,750","30,450","30,910","30,550"
413,2014/03/10,1392/12/19,"30,430","30,360","30,790","30,710"
414,2014/03/09,1392/12/18,"29,970","29,970","30,440","30,440"
415,2014/03/08,1392/12/17,"30,430","30,060","30,430","30,060"
416,2014/03/07,1392/12/16,"30,470","30,460","30,510","30,460"
417,2014/03/06,1392/12/15,"30,500","30,430","30,530","30,490"
418,2014/03/05,1392/12/14,"30,620","30,500","30,620","30,520"
419,2014/03/04,1392/12/13,"31,000","30,500","31,140","30,640"
420,2014/03/09,1392/12/18,"29,970","29,970","30,440","30,440"
421,2014/03/08,1392/12/17,"30,430","30,060","30,430","30,060"
422,2014/03/07,1392/12/16,"30,470","30,460","30,510","30,460"
423,2014/03/06,1392/12/15,"30,500","30,430","30,530","30,490"
424,2014/03/05,1392/12/14,"30,620","30,500","30,620","30,520"
425,2014/03/04,1392/12/13,"31,000","30,500","31,140","30,640"
426,2014/03/03,1392/12/12,"30,660","30,630","31,270","31,070"
427,2014/03/02,1392/12/11,"30,430","30,310","30,600","30,590"
428,2014/03/01,1392/12/10,"30,140","30,100","30,500","30,450"
429,2014/02/28,1392/12/09,"30,120","30,060","30,120","30,100"
430,2014/02/27,1392/12/08,"29,890","29,860","30,090","30,090"
431,2014/02/26,1392/12/07,"29,890","29,840","29,960","29,880"
432,2014/02/25,1392/12/06,"29,860","29,860","30,150","29,900"
433,2014/02/24,1392/12/05,"29,580","29,580","29,850","29,840"
434,2014/02/23,1392/12/04,"29,580","29,560","29,620","29,600"
435,2014/02/22,1392/12/03,"29,520","29,510","29,580","29,560"
436,2014/02/21,1392/12/02,"29,520","29,500","29,520","29,500"
437,2014/02/20,1392/12/01,"29,500","29,500","29,530","29,530"
438,2014/02/19,1392/11/30,"29,500","29,480","29,540","29,520"
439,2014/02/18,1392/11/29,"29,540","29,500","29,570","29,520"
440,2014/02/17,1392/11/28,"29,500","29,440","29,530","29,520"
441,2014/02/16,1392/11/27,"29,570","29,480","29,570","29,480"
442,2014/02/15,1392/11/26,"29,560","29,520","29,610","29,580"
443,2014/02/14,1392/11/25,"29,530","29,530","29,550","29,530"
444,2014/02/13,1392/11/24,"29,550","29,480","29,550","29,520"
445,2014/02/12,1392/11/23,"29,510","29,490","29,560","29,540"
446,2014/02/11,1392/11/22,"29,500","29,500","29,510","29,500"
447,2014/02/10,1392/11/21,"29,450","29,420","29,520","29,510"
448,2014/02/09,1392/11/20,"29,530","29,430","29,540","29,460"
449,2014/02/08,1392/11/19,"29,580","29,520","29,600","29,540"
450,2014/02/07,1392/11/18,"29,620","29,580","29,630","29,600"
451,2014/02/06,1392/11/17,"29,500","29,490","29,600","29,590"
452,2014/02/05,1392/11/16,"29,460","29,460","29,510","29,510"
453,2014/02/04,1392/11/15,"29,520","29,460","29,530","29,470"
454,2014/02/03,1392/11/14,"29,460","29,460","29,580","29,540"
455,2014/02/02,1392/11/13,"29,410","29,400","29,480","29,460"
456,2014/02/01,1392/11/12,"29,370","29,350","29,440","29,420"
457,2014/01/31,1392/11/11,"29,340","29,330","29,400","29,380"
458,2014/01/30,1392/11/10,"29,410","29,320","29,430","29,350"
459,2014/01/29,1392/11/09,"29,490","29,420","29,510","29,420"
460,2014/01/28,1392/11/08,"29,470","29,440","29,510","29,480"
461,2014/01/27,1392/11/07,"29,460","29,410","29,490","29,490"
462,2014/01/26,1392/11/06,"29,540","29,410","29,550","29,450"
463,2014/01/25,1392/11/05,"29,440","29,440","29,640","29,520"
464,2014/01/23,1392/11/03,"29,480","29,360","29,490","29,400"
465,2014/01/22,1392/11/02,"29,320","29,280","29,650","29,510"
466,2014/01/21,1392/11/01,"28,890","28,890","29,380","29,340"
467,2014/01/20,1392/10/30,"29,230","28,880","29,230","28,880"
468,2014/01/19,1392/10/29,"29,360","29,360","29,360","29,360"
469,2014/01/18,1392/10/28,"29,560","29,380","29,560","29,390"
470,2014/01/16,1392/10/26,"29,580","29,570","29,610","29,570"
471,2014/01/15,1392/10/25,"29,640","29,560","29,640","29,570"
472,2014/01/14,1392/10/24,"29,600","29,600","29,680","29,630"
473,2014/01/13,1392/10/23,"29,780","29,500","29,780","29,560"
474,2014/01/12,1392/10/22,"29,840","29,780","29,840","29,790"
475,2014/01/11,1392/10/21,"29,780","29,760","29,830","29,800"
476,2014/01/09,1392/10/19,"29,880","29,800","29,910","29,800"
477,2014/01/08,1392/10/18,"29,850","29,820","29,920","29,900"
478,2014/01/07,1392/10/17,"29,790","29,790","29,850","29,850"
479,2014/01/06,1392/10/16,"29,730","29,730","29,820","29,800"
480,2014/01/09,1392/10/19,"29,880","29,800","29,910","29,800"
481,2014/01/08,1392/10/18,"29,850","29,820","29,920","29,900"
482,2014/01/07,1392/10/17,"29,790","29,790","29,850","29,850"
483,2014/01/06,1392/10/16,"29,730","29,730","29,820","29,800"
484,2014/01/05,1392/10/15,"29,770","29,660","29,770","29,740"
485,2014/01/04,1392/10/14,"29,940","29,740","29,950","29,760"
486,2014/01/02,1392/10/12,"29,920","29,920","29,920","29,920"
487,2014/01/01,1392/10/11,"30,030","29,990","30,040","30,000"
488,2013/12/31,1392/10/10,"30,080","30,070","30,080","30,070"
489,2013/12/30,1392/10/09,"30,160","30,060","30,160","30,060"
490,2013/12/29,1392/10/08,"29,960","29,960","30,230","30,150"
491,2013/12/28,1392/10/07,"29,930","29,850","29,990","29,950"
492,2013/12/26,1392/10/05,"29,660","29,660","30,010","30,010"
493,2013/12/25,1392/10/04,"29,710","29,630","29,710","29,670"
494,2013/12/24,1392/10/03,"29,570","29,570","29,720","29,710"
495,2013/12/22,1392/10/01,"29,420","29,420","29,560","29,560"
496,2013/12/21,1392/09/30,"29,460","29,410","29,460","29,450"
497,2013/12/19,1392/09/28,"29,480","29,440","29,480","29,450"
498,2013/12/18,1392/09/27,"29,460","29,430","29,490","29,490"
499,2013/12/17,1392/09/26,"29,440","29,420","29,470","29,440"
500,2013/12/16,1392/09/25,"29,510","29,470","29,510","29,470"
501,2013/12/15,1392/09/24,"29,600","29,520","29,600","29,520"
502,2013/12/14,1392/09/23,"29,350","29,350","29,560","29,560"
503,2013/12/12,1392/09/21,"29,370","29,350","29,370","29,350"
504,2013/12/11,1392/09/20,"29,480","29,380","29,480","29,390"
505,2013/12/10,1392/09/19,"29,450","29,440","29,480","29,480"
506,2013/12/09,1392/09/18,"29,480","29,420","29,490","29,420"
507,2013/12/08,1392/09/17,"29,450","29,400","29,480","29,460"
508,2013/12/07,1392/09/16,"29,500","29,470","29,520","29,480"
509,2013/12/05,1392/09/14,"29,580","29,520","29,580","29,520"
510,2013/12/10,1392/09/19,"29,450","29,440","29,480","29,480"
511,2013/12/09,1392/09/18,"29,480","29,420","29,490","29,420"
512,2013/12/08,1392/09/17,"29,450","29,400","29,480","29,460"
513,2013/12/07,1392/09/16,"29,500","29,470","29,520","29,480"
514,2013/12/05,1392/09/14,"29,580","29,520","29,580","29,520"
515,2013/12/04,1392/09/13,"29,470","29,470","29,560","29,550"
516,2013/12/03,1392/09/12,"29,460","29,400","29,480","29,450"
517,2013/12/02,1392/09/11,"29,600","29,530","29,600","29,530"
518,2013/12/01,1392/09/10,"29,600","29,530","29,600","29,530"
519,2013/11/30,1392/09/09,"29,530","29,520","29,620","29,600"
520,2013/11/28,1392/09/07,"29,830","29,600","29,830","29,620"
521,2013/11/27,1392/09/06,"29,650","29,600","29,950","29,900"
522,2013/11/26,1392/09/05,"29,320","29,200","29,800","29,750"
523,2013/11/25,1392/09/04,"29,000","28,900","29,150","29,150"
524,2013/11/24,1392/09/03,"29,850","29,250","29,850","29,400"
525,2013/11/23,1392/09/02,"30,050","30,000","30,050","30,050"
526,2013/11/21,1392/08/30,"30,100","30,050","30,100","30,100"
527,2013/11/20,1392/08/29,"30,070","30,050","30,120","30,050"
528,2013/11/19,1392/08/28,"29,950","29,950","30,070","30,070"
529,2013/11/18,1392/08/27,"30,080","29,980","30,080","30,030"
530,2013/11/17,1392/08/26,"30,120","30,050","30,120","30,100"
531,2013/11/16,1392/08/25,"30,180","30,130","30,200","30,130"
532,2013/11/12,1392/08/21,"30,130","30,130","30,180","30,180"
533,2013/11/11,1392/08/20,"30,150","30,120","30,180","30,150"
534,2013/11/10,1392/08/19,"30,050","30,050","30,250","30,250"
535,2013/11/09,1392/08/18,"30,100","29,950","30,100","29,950"
536,2013/11/07,1392/08/16,"30,150","30,150","30,150","30,150"
537,2013/11/06,1392/08/15,"30,200","30,150","30,200","30,180"
538,2013/11/05,1392/08/14,"30,250","30,100","30,250","30,100"
539,2013/11/04,1392/08/13,"30,350","30,300","30,350","30,300"
540,2013/11/11,1392/08/20,"30,150","30,120","30,180","30,150"
541,2013/11/10,1392/08/19,"30,050","30,050","30,250","30,250"
542,2013/11/09,1392/08/18,"30,100","29,950","30,100","29,950"
543,2013/11/07,1392/08/16,"30,150","30,150","30,150","30,150"
544,2013/11/06,1392/08/15,"30,200","30,150","30,200","30,180"
545,2013/11/05,1392/08/14,"30,250","30,100","30,250","30,100"
546,2013/11/04,1392/08/13,"30,350","30,300","30,350","30,300"
547,2013/11/03,1392/08/12,"30,200","30,200","30,400","30,400"
548,2013/11/02,1392/08/11,"30,150","30,070","30,150","30,120"
549,2013/10/31,1392/08/09,"30,050","30,050","30,050","30,050"
550,2013/10/30,1392/08/08,"30,100","30,050","30,100","30,050"
551,2013/10/29,1392/08/07,"30,050","30,050","30,150","30,150"
552,2013/10/28,1392/08/06,"30,050","30,050","30,100","30,100"
553,2013/10/27,1392/08/05,"30,150","30,050","30,150","30,100"
554,2013/10/26,1392/08/04,"30,150","30,100","30,150","30,150"
555,2013/10/23,1392/08/01,"30,100","30,050","30,150","30,100"
556,2013/10/22,1392/07/30,"30,050","30,000","30,100","30,100"
557,2013/10/21,1392/07/29,"30,050","29,950","30,100","29,950"
558,2013/10/20,1392/07/28,"30,150","30,100","30,200","30,150"
559,2013/10/19,1392/07/27,"30,400","30,200","30,400","30,200"
560,2013/10/17,1392/07/25,"30,450","30,450","30,450","30,450"
561,2013/10/15,1392/07/23,"30,300","30,250","30,350","30,350"
562,2013/10/14,1392/07/22,"30,300","30,150","30,350","30,350"
563,2013/10/13,1392/07/21,"30,400","30,150","30,400","30,150"
564,2013/10/12,1392/07/20,"30,450","30,350","30,450","30,350"
565,2013/10/10,1392/07/18,"30,400","30,400","30,450","30,400"
566,2013/10/09,1392/07/17,"30,400","30,350","30,400","30,350"
567,2013/10/08,1392/07/16,"30,450","30,400","30,500","30,500"
568,2013/10/07,1392/07/15,"30,550","30,350","30,550","30,450"
569,2013/10/06,1392/07/14,"30,800","30,550","30,800","30,550"
570,2013/10/13,1392/07/21,"30,400","30,150","30,400","30,150"
571,2013/10/12,1392/07/20,"30,450","30,350","30,450","30,350"
572,2013/10/10,1392/07/18,"30,400","30,400","30,450","30,400"
573,2013/10/09,1392/07/17,"30,400","30,350","30,400","30,350"
574,2013/10/08,1392/07/16,"30,450","30,400","30,500","30,500"
575,2013/10/07,1392/07/15,"30,550","30,350","30,550","30,450"
576,2013/10/06,1392/07/14,"30,800","30,550","30,800","30,550"
577,2013/10/05,1392/07/13,"30,300","30,300","30,600","30,550"
578,2013/10/03,1392/07/11,"30,500","30,350","30,500","30,350"
579,2013/10/02,1392/07/10,"30,700","30,500","30,700","30,550"
580,2013/10/01,1392/07/09,"30,500","30,400","30,550","30,550"
581,2013/09/30,1392/07/08,"30,650","30,250","30,650","30,350"
582,2013/09/29,1392/07/07,"30,700","30,550","31,000","30,650"
583,2013/09/28,1392/07/06,"30,100","29,750","30,450","30,400"
584,2013/09/26,1392/07/04,"30,800","30,500","30,800","30,500"
585,2013/09/25,1392/07/03,"29,700","29,700","31,250","30,700"
586,2013/09/24,1392/07/02,"29,150","29,150","29,500","29,350"
587,2013/09/23,1392/07/01,"29,400","29,250","29,550","29,350"
588,2013/09/22,1392/06/31,"29,300","29,000","29,500","29,300"
589,2013/09/21,1392/06/30,"30,400","29,000","30,450","29,000"
590,2013/09/19,1392/06/28,"30,950","30,800","31,000","30,800"
591,2013/09/18,1392/06/27,"30,700","30,700","30,850","30,800"
592,2013/09/17,1392/06/26,"30,900","30,600","31,050","30,600"
593,2013/09/16,1392/06/25,"31,600","31,200","31,600","31,300"
594,2013/09/15,1392/06/24,"31,800","31,700","31,800","31,700"
595,2013/09/14,1392/06/23,"31,750","31,700","31,800","31,700"
0,2013/09/12,1392/06/21,"31,750","31,650","31,800","31,800"
1,2013/09/11,1392/06/20,"31,900","31,750","32,050","31,800"
2,2013/09/10,1392/06/19,"32,750","32,000","32,750","32,000"
3,2013/09/09,1392/06/18,"32,850","32,800","32,950","32,850"
4,2013/09/08,1392/06/17,"32,700","32,700","32,900","32,900"
5,2013/09/07,1392/06/16,"33,150","32,800","33,150","32,800"
6,2013/09/05,1392/06/14,"33,050","33,050","33,200","33,200"
7,2013/09/04,1392/06/13,"32,800","32,800","33,300","33,050"
8,2013/09/03,1392/06/12,"32,450","32,400","32,700","32,700"
9,2013/09/01,1392/06/10,"32,550","32,350","32,550","32,400"
10,2013/08/31,1392/06/09,"32,300","32,200","32,700","32,700"
11,2013/08/29,1392/06/07,"32,800","32,200","32,800","32,400"
12,2013/08/28,1392/06/06,"31,800","31,800","33,000","33,000"
13,2013/08/27,1392/06/05,"31,250","31,250","31,800","31,750"
14,2013/08/26,1392/06/04,"31,350","31,150","31,350","31,250"
15,2013/08/25,1392/06/03,"31,300","31,150","31,300","31,200"
16,2013/08/24,1392/06/02,"31,300","31,150","31,350","31,250"
17,2013/08/22,1392/05/31,"31,000","30,950","31,200","31,200"
18,2013/08/21,1392/05/30,"30,900","30,800","31,000","30,950"
19,2013/08/20,1392/05/29,"31,450","31,000","31,450","31,000"
20,2013/08/19,1392/05/28,"31,650","31,450","31,700","31,450"
21,2013/08/18,1392/05/27,"31,650","31,550","31,650","31,580"
22,2013/08/17,1392/05/26,"31,850","31,600","31,850","31,700"
23,2013/08/15,1392/05/24,"32,000","32,000","32,050","32,000"
24,2013/08/14,1392/05/23,"31,900","31,800","31,950","31,950"
25,2013/08/13,1392/05/22,"32,100","31,900","32,100","31,950"
26,2013/08/12,1392/05/21,"32,300","32,200","32,400","32,250"
27,2013/08/11,1392/05/20,"32,150","32,150","32,200","32,200"
28,2013/08/08,1392/05/17,"32,300","32,100","32,350","32,150"
29,2013/08/07,1392/05/16,"32,050","32,050","32,350","32,250"
30,2013/08/13,1392/05/22,"32,100","31,900","32,100","31,950"
31,2013/08/12,1392/05/21,"32,300","32,200","32,400","32,250"
32,2013/08/11,1392/05/20,"32,150","32,150","32,200","32,200"
33,2013/08/08,1392/05/17,"32,300","32,100","32,350","32,150"
34,2013/08/07,1392/05/16,"32,050","32,050","32,350","32,250"
35,2013/08/06,1392/05/15,"31,900","31,750","31,950","31,900"
36,2013/08/05,1392/05/14,"32,150","31,900","32,200","32,000"
37,2013/08/04,1392/05/13,"32,650","32,400","32,800","32,400"
38,2013/08/03,1392/05/12,"32,100","32,050","32,900","32,850"
39,2013/08/01,1392/05/10,"31,750","31,750","31,800","31,800"
40,2013/07/31,1392/05/09,"31,750","31,650","31,750","31,700"
41,2013/07/29,1392/05/07,"31,700","31,600","31,750","31,700"
42,2013/07/28,1392/05/06,"31,900","31,700","31,900","31,800"
43,2013/07/27,1392/05/05,"31,500","31,500","31,700","31,700"
44,2013/07/25,1392/05/03,"31,500","31,500","31,650","31,600"
45,2013/07/24,1392/05/02,"31,300","31,200","31,650","31,650"
46,2013/07/23,1392/05/01,"31,450","31,150","31,450","31,200"
47,2013/07/22,1392/04/31,"31,850","31,450","31,850","31,600"
48,2013/07/21,1392/04/30,"30,800","30,700","31,150","31,150"
49,2013/07/20,1392/04/29,"31,200","30,850","31,200","31,000"
50,2013/07/18,1392/04/27,"32,000","31,650","32,000","31,650"
51,2013/07/17,1392/04/26,"32,500","32,100","32,500","32,150"
52,2013/07/16,1392/04/25,"32,550","32,550","32,600","32,600"
53,2013/07/15,1392/04/24,"32,750","32,550","32,750","32,600"
54,2013/07/14,1392/04/23,"32,700","32,350","32,700","32,700"
55,2013/07/13,1392/04/22,"33,050","32,850","33,050","32,850"
56,2013/07/11,1392/04/20,"33,300","33,100","33,300","33,150"
57,2013/07/10,1392/04/19,"33,050","32,900","33,050","33,000"
58,2013/07/09,1392/04/18,"33,150","32,950","33,150","33,100"
59,2013/07/08,1392/04/17,"33,350","33,300","33,500","33,350"
60,2013/07/13,1392/04/22,"33,050","32,850","33,050","32,850"
61,2013/07/11,1392/04/20,"33,300","33,100","33,300","33,150"
62,2013/07/10,1392/04/19,"33,050","32,900","33,050","33,000"
63,2013/07/09,1392/04/18,"33,150","32,950","33,150","33,100"
64,2013/07/08,1392/04/17,"33,350","33,300","33,500","33,350"
65,2013/07/07,1392/04/16,"33,200","32,950","33,200","32,950"
66,2013/07/06,1392/04/15,"33,500","33,200","33,500","33,200"
67,2013/07/04,1392/04/13,"33,550","33,550","33,650","33,650"
68,2013/07/03,1392/04/12,"33,550","33,400","33,650","33,600"
69,2013/07/02,1392/04/11,"34,000","33,700","34,000","33,700"
70,2013/07/01,1392/04/10,"34,100","33,750","34,100","33,900"
71,2013/06/30,1392/04/09,"33,600","33,400","33,600","33,500"
72,2013/06/29,1392/04/08,"33,400","33,150","33,700","33,200"
